assessment_id,course_id,title,total_marks
54688,44745,Quiz 2,50
54689,12269,Quiz 2,50
54690,58112,Quiz 2,50
54691,6473,Final Assessment,50
54692,61765,Practice Test,75
54693,15079,Module Evaluation,50
54694,47835,Module Evaluation,50
54695,47144,Course Test,100
54696,74042,Quiz 2,100
54697,6595,Final Assessment,75
54698,68897,Quiz 1,50
54699,53001,Midterm Test,75
54700,2471,Course Test,50
54701,60944,Quiz 1,75
54702,7284,Course Test,75
54703,12476,Quiz 1,75
54704,37951,Quiz 1,75
54705,26235,Quiz 2,100
54706,31386,Quiz 2,50
54707,54556,Module Evaluation,100
54708,79814,Midterm Test,75
54709,53131,Course Test,50
54710,22316,Quiz 2,100
54711,26424,Quiz 2,100
54712,29565,Quiz 1,100
54713,68560,Course Test,50
54714,31574,Course Test,50
54715,17687,Final Assessment,50
54716,42760,Quiz 2,75
54717,17488,Quiz 2,100
54718,26727,Quiz 1,75
54719,39254,Quiz 1,75
54720,20087,Quiz 2,100
54721,47511,Quiz 1,100
54722,45080,Practice Test,100
54723,66028,Module Evaluation,100
54724,74765,Course Test,50
54725,55420,Midterm Test,75
54726,64028,Practice Test,50
54727,5082,Module Evaluation,50
54728,31251,Course Test,75
54729,31651,Midterm Test,100
54730,63953,Final Assessment,50
54731,50872,Quiz 1,100
54732,63928,Midterm Test,100
54733,6628,Final Assessment,100
54734,52943,Quiz 1,75
54735,31006,Module Evaluation,50
54736,70472,Module Evaluation,50
54737,32366,Midterm Test,100
54738,65319,Quiz 2,75
54739,19621,Module Evaluation,100
54740,30279,Quiz 2,50
54741,19077,Final Assessment,75
54742,58007,Quiz 1,100
54743,21385,Quiz 1,50
54744,60300,Module Evaluation,100
54745,62289,Module Evaluation,50
54746,6266,Midterm Test,100
54747,26462,Quiz 1,75
54748,5837,Module Evaluation,50
54749,7825,Quiz 2,100
54750,43545,Course Test,100
54751,26979,Practice Test,75
54752,15642,Quiz 2,100
54753,60553,Practice Test,75
54754,52957,Practice Test,50
54755,7378,Final Assessment,50
54756,53001,Quiz 2,50
54757,73173,Quiz 1,50
54758,11750,Midterm Test,75
54759,68876,Midterm Test,50
54760,49671,Midterm Test,50
54761,1486,Course Test,50
54762,28749,Final Assessment,100
54763,38798,Quiz 1,100
54764,22049,Final Assessment,75
54765,18,Midterm Test,75
54766,49093,Course Test,100
54767,7586,Quiz 1,50
54768,74005,Quiz 2,100
54769,20777,Quiz 1,75
54770,47715,Quiz 1,50
54771,40027,Final Assessment,75
54772,11167,Quiz 1,75
54773,45899,Module Evaluation,50
54774,39494,Module Evaluation,100
54775,3971,Course Test,50
54776,44517,Practice Test,100
54777,43169,Quiz 2,75
54778,71429,Course Test,75
54779,42654,Final Assessment,50
54780,16441,Midterm Test,50
54781,2928,Midterm Test,50
54782,31464,Course Test,75
54783,62202,Course Test,100
54784,4360,Midterm Test,100
54785,18322,Practice Test,50
54786,4609,Midterm Test,100
54787,33026,Course Test,100
54788,29494,Quiz 1,100
54789,19850,Module Evaluation,50
54790,3996,Midterm Test,50
54791,29817,Module Evaluation,75
54792,53567,Quiz 1,75
54793,45813,Course Test,50
54794,66454,Quiz 1,100
54795,48342,Course Test,100
54796,3529,Module Evaluation,100
54797,17898,Quiz 2,100
54798,43455,Practice Test,100
54799,32822,Quiz 1,100
54800,12508,Course Test,100
54801,77775,Quiz 1,50
54802,70172,Course Test,75
54803,77365,Course Test,75
54804,24335,Course Test,50
54805,45928,Module Evaluation,50
54806,41802,Midterm Test,100
54807,16489,Quiz 2,50
54808,65971,Final Assessment,50
54809,64361,Quiz 1,75
54810,33165,Quiz 2,75
54811,14455,Final Assessment,50
54812,35051,Quiz 2,75
54813,44494,Practice Test,75
54814,44549,Final Assessment,75
54815,41859,Practice Test,75
54816,51326,Course Test,75
54817,53325,Quiz 2,50
54818,59451,Midterm Test,50
54819,60709,Quiz 1,50
54820,69183,Final Assessment,75
54821,9677,Module Evaluation,100
54822,21416,Quiz 1,75
54823,50118,Practice Test,50
54824,60932,Final Assessment,100
54825,22350,Quiz 2,100
54826,17899,Final Assessment,75
54827,59665,Practice Test,75
54828,52452,Practice Test,100
54829,24155,Practice Test,75
54830,17525,Midterm Test,75
54831,76867,Course Test,50
54832,69243,Practice Test,75
54833,76620,Midterm Test,50
54834,2047,Module Evaluation,100
54835,72091,Course Test,100
54836,40760,Course Test,50
54837,58549,Quiz 1,100
54838,13622,Practice Test,75
54839,57927,Module Evaluation,50
54840,20584,Practice Test,100
54841,40497,Practice Test,100
54842,1510,Module Evaluation,50
54843,57988,Quiz 1,50
54844,43263,Module Evaluation,50
54845,33781,Module Evaluation,75
54846,65749,Module Evaluation,50
54847,15708,Quiz 1,75
54848,42333,Practice Test,100
54849,76452,Module Evaluation,50
54850,66282,Quiz 2,50
54851,75959,Quiz 2,50
54852,74241,Module Evaluation,50
54853,33490,Practice Test,75
54854,76828,Quiz 1,50
54855,39120,Practice Test,75
54856,3988,Quiz 1,50
54857,32492,Final Assessment,100
54858,66955,Quiz 2,75
54859,39872,Final Assessment,50
54860,34424,Course Test,75
54861,26824,Practice Test,75
54862,58725,Module Evaluation,75
54863,45393,Quiz 2,50
54864,68857,Quiz 1,75
54865,74842,Course Test,75
54866,32548,Quiz 1,75
54867,5628,Practice Test,50
54868,36009,Quiz 1,100
54869,18636,Course Test,50
54870,76103,Course Test,100
54871,8296,Final Assessment,75
54872,31166,Module Evaluation,100
54873,39405,Quiz 2,75
54874,69262,Module Evaluation,75
54875,17203,Quiz 2,100
54876,67286,Final Assessment,100
54877,7079,Quiz 2,100
54878,58337,Practice Test,100
54879,50445,Quiz 1,50
54880,49187,Practice Test,100
54881,49655,Final Assessment,100
54882,50446,Module Evaluation,100
54883,52023,Final Assessment,100
54884,71050,Course Test,50
54885,40236,Quiz 2,75
54886,27247,Practice Test,100
54887,18367,Module Evaluation,75
54888,34647,Midterm Test,100
54889,74962,Module Evaluation,100
54890,43816,Quiz 1,100
54891,35217,Final Assessment,75
54892,47018,Practice Test,100
54893,50027,Quiz 2,50
54894,4085,Quiz 1,75
54895,74466,Quiz 2,75
54896,17095,Midterm Test,50
54897,22792,Midterm Test,75
54898,29188,Practice Test,50
54899,59070,Practice Test,75
54900,68704,Midterm Test,100
54901,32463,Quiz 2,50
54902,12208,Practice Test,75
54903,42727,Quiz 2,100
54904,33047,Quiz 2,100
54905,65736,Quiz 1,75
54906,14032,Course Test,75
54907,37834,Practice Test,50
54908,26986,Midterm Test,100
54909,48412,Quiz 2,75
54910,65385,Quiz 2,100
54911,61053,Practice Test,100
54912,37833,Module Evaluation,100
54913,75872,Quiz 2,75
54914,23568,Module Evaluation,100
54915,50536,Course Test,75
54916,32155,Final Assessment,100
54917,20260,Quiz 2,100
54918,44414,Module Evaluation,100
54919,49434,Midterm Test,50
54920,5597,Quiz 2,50
54921,36500,Quiz 2,50
54922,45027,Midterm Test,75
54923,12252,Quiz 1,75
54924,2165,Final Assessment,75
54925,70720,Module Evaluation,100
54926,74387,Practice Test,50
54927,25061,Module Evaluation,50
54928,45245,Quiz 1,75
54929,6397,Final Assessment,75
54930,9196,Module Evaluation,100
54931,63585,Quiz 2,50
54932,54610,Course Test,50
54933,30767,Module Evaluation,50
54934,10555,Course Test,50
54935,49367,Midterm Test,50
54936,62083,Practice Test,100
54937,23440,Quiz 1,100
54938,51127,Midterm Test,50
54939,67095,Quiz 2,50
54940,18338,Final Assessment,75
54941,71005,Final Assessment,75
54942,64859,Module Evaluation,50
54943,30552,Course Test,100
54944,25763,Quiz 2,50
54945,47961,Quiz 1,50
54946,42108,Final Assessment,100
54947,76283,Quiz 1,75
54948,67179,Midterm Test,75
54949,28086,Course Test,75
54950,4309,Quiz 2,50
54951,37759,Midterm Test,100
54952,78143,Course Test,50
54953,14886,Final Assessment,50
54954,53847,Final Assessment,50
54955,43314,Quiz 1,50
54956,46936,Quiz 1,50
54957,67054,Course Test,75
54958,71539,Quiz 1,100
54959,6386,Course Test,50
54960,63848,Final Assessment,100
54961,39886,Course Test,100
54962,46085,Module Evaluation,50
54963,49648,Quiz 2,100
54964,47632,Quiz 2,75
54965,10523,Module Evaluation,50
54966,61380,Midterm Test,50
54967,45746,Course Test,100
54968,45740,Module Evaluation,75
54969,78639,Module Evaluation,100
54970,57460,Module Evaluation,75
54971,52977,Quiz 2,100
54972,2895,Midterm Test,50
54973,4467,Final Assessment,75
54974,5292,Final Assessment,100
54975,34276,Final Assessment,100
54976,55962,Practice Test,100
54977,20546,Module Evaluation,100
54978,67054,Practice Test,100
54979,26625,Practice Test,75
54980,61226,Final Assessment,100
54981,42298,Final Assessment,50
54982,57422,Module Evaluation,100
54983,5608,Module Evaluation,75
54984,2298,Practice Test,100
54985,21338,Practice Test,50
54986,25210,Module Evaluation,75
54987,7805,Course Test,100
54988,13557,Quiz 1,75
54989,66677,Midterm Test,75
54990,5664,Module Evaluation,50
54991,76621,Final Assessment,100
54992,75358,Course Test,50
54993,2384,Practice Test,75
54994,54915,Course Test,75
54995,56927,Final Assessment,100
54996,61396,Practice Test,75
54997,11105,Final Assessment,50
54998,44844,Midterm Test,50
54999,589,Quiz 2,100
55000,15373,Course Test,50
55001,42871,Final Assessment,50
55002,60329,Quiz 1,100
55003,69164,Midterm Test,50
55004,14414,Practice Test,75
55005,9188,Module Evaluation,50
55006,13434,Quiz 2,100
55007,75559,Course Test,100
55008,55424,Midterm Test,75
55009,9777,Course Test,75
55010,68297,Practice Test,75
55011,44173,Course Test,50
55012,38276,Quiz 2,75
55013,38352,Module Evaluation,75
55014,44706,Quiz 1,50
55015,55343,Final Assessment,75
55016,39074,Quiz 1,50
55017,36593,Quiz 2,100
55018,40214,Module Evaluation,75
55019,18393,Quiz 1,50
55020,78108,Final Assessment,50
55021,79863,Practice Test,75
55022,55803,Quiz 2,50
55023,61090,Final Assessment,50
55024,13939,Quiz 2,50
55025,9715,Quiz 1,75
55026,12810,Module Evaluation,75
55027,37926,Quiz 2,50
55028,48066,Final Assessment,100
55029,53230,Quiz 2,75
55030,76625,Course Test,100
55031,7626,Final Assessment,75
55032,9805,Final Assessment,100
55033,51338,Practice Test,50
55034,70485,Quiz 2,100
55035,39617,Final Assessment,100
55036,45438,Quiz 1,100
55037,31721,Quiz 1,50
55038,24660,Midterm Test,50
55039,7064,Final Assessment,50
55040,71803,Module Evaluation,75
55041,53351,Quiz 1,100
55042,70985,Midterm Test,50
55043,43349,Module Evaluation,50
55044,11737,Module Evaluation,100
55045,69068,Quiz 1,50
55046,12137,Final Assessment,100
55047,50616,Module Evaluation,75
55048,64623,Midterm Test,100
55049,71442,Final Assessment,100
55050,54316,Quiz 1,100
55051,25498,Practice Test,75
55052,71746,Quiz 2,50
55053,40525,Quiz 1,100
55054,74458,Practice Test,100
55055,39141,Practice Test,50
55056,66330,Midterm Test,50
55057,74135,Course Test,50
55058,59566,Module Evaluation,75
55059,52574,Course Test,50
55060,32398,Practice Test,100
55061,6940,Practice Test,100
55062,32993,Module Evaluation,100
55063,76138,Quiz 1,50
55064,77622,Module Evaluation,50
55065,40042,Course Test,50
55066,24860,Practice Test,75
55067,60436,Module Evaluation,50
55068,60162,Course Test,50
55069,5979,Course Test,75
55070,56586,Module Evaluation,50
55071,41707,Quiz 2,50
55072,29863,Final Assessment,100
55073,36947,Quiz 1,100
55074,17609,Quiz 1,50
55075,34474,Module Evaluation,50
55076,6604,Final Assessment,50
55077,10756,Quiz 1,50
55078,1361,Practice Test,75
55079,63552,Course Test,100
55080,41188,Final Assessment,100
55081,5201,Course Test,75
55082,43622,Midterm Test,50
55083,75747,Quiz 2,75
55084,73185,Quiz 1,50
55085,63794,Module Evaluation,100
55086,14405,Quiz 2,100
55087,66263,Quiz 1,100
55088,19338,Module Evaluation,100
55089,256,Course Test,50
55090,39938,Quiz 2,75
55091,39229,Final Assessment,100
55092,64159,Practice Test,50
55093,79760,Quiz 1,50
55094,51504,Midterm Test,100
55095,74744,Quiz 2,75
55096,26869,Quiz 2,75
55097,27266,Module Evaluation,100
55098,16308,Final Assessment,50
55099,70158,Quiz 1,75
55100,78320,Module Evaluation,100
55101,32615,Quiz 1,75
55102,65456,Final Assessment,75
55103,750,Quiz 1,50
55104,3908,Course Test,50
55105,63872,Quiz 1,100
55106,43415,Course Test,50
55107,74997,Quiz 1,50
55108,76346,Quiz 1,100
55109,54994,Final Assessment,100
55110,28793,Quiz 1,75
55111,40910,Quiz 2,100
55112,1092,Practice Test,100
55113,25637,Quiz 2,50
55114,40018,Course Test,75
55115,55112,Midterm Test,100
55116,31843,Module Evaluation,75
55117,7872,Course Test,100
55118,74077,Practice Test,50
55119,47360,Quiz 1,75
55120,18837,Quiz 2,100
55121,21721,Module Evaluation,75
55122,49109,Quiz 2,75
55123,59613,Module Evaluation,100
55124,6759,Course Test,75
55125,3534,Quiz 2,100
55126,33845,Midterm Test,50
55127,21811,Course Test,50
55128,72681,Module Evaluation,75
55129,8160,Course Test,75
55130,43926,Practice Test,50
55131,74157,Quiz 2,75
55132,50286,Midterm Test,50
55133,9629,Module Evaluation,100
55134,27560,Module Evaluation,100
55135,50686,Quiz 1,100
55136,22751,Final Assessment,50
55137,58151,Final Assessment,50
55138,24048,Practice Test,100
55139,66194,Quiz 1,100
55140,26038,Midterm Test,50
55141,53588,Final Assessment,75
55142,2038,Module Evaluation,75
55143,56582,Course Test,100
55144,23965,Midterm Test,100
55145,11136,Course Test,100
55146,17672,Quiz 2,100
55147,4512,Midterm Test,100
55148,66131,Quiz 2,50
55149,36527,Practice Test,50
55150,59094,Final Assessment,100
55151,54922,Quiz 1,50
55152,37834,Midterm Test,75
55153,16343,Quiz 1,75
55154,12290,Quiz 2,75
55155,16708,Course Test,50
55156,27454,Quiz 1,75
55157,8567,Quiz 1,50
55158,5951,Practice Test,50
55159,36644,Module Evaluation,50
55160,36388,Quiz 1,75
55161,61990,Quiz 2,75
55162,52887,Final Assessment,100
55163,73047,Module Evaluation,75
55164,61690,Quiz 1,75
55165,62093,Midterm Test,100
55166,26495,Final Assessment,100
55167,61235,Practice Test,100
55168,4558,Practice Test,75
55169,16591,Practice Test,75
55170,43579,Quiz 2,50
55171,33617,Quiz 2,50
55172,7653,Practice Test,100
55173,51313,Module Evaluation,100
55174,4199,Module Evaluation,50
55175,47391,Course Test,50
55176,36683,Midterm Test,75
55177,67838,Practice Test,100
55178,14558,Quiz 1,75
55179,8931,Final Assessment,100
55180,48948,Quiz 2,100
55181,13083,Final Assessment,100
55182,71733,Final Assessment,75
55183,24088,Practice Test,50
55184,7728,Final Assessment,75
55185,36792,Final Assessment,100
55186,36109,Module Evaluation,100
55187,66983,Module Evaluation,100
55188,1076,Midterm Test,50
55189,68041,Practice Test,100
55190,65125,Quiz 1,75
55191,43245,Practice Test,100
55192,70396,Course Test,50
55193,55755,Practice Test,75
55194,17265,Midterm Test,50
55195,51829,Quiz 2,100
55196,77831,Quiz 1,100
55197,63261,Course Test,75
55198,36262,Midterm Test,100
55199,23136,Course Test,100
55200,23571,Course Test,75
55201,50255,Quiz 2,75
55202,60150,Practice Test,50
55203,16485,Practice Test,100
55204,78715,Quiz 1,100
55205,71822,Module Evaluation,100
55206,4587,Quiz 2,100
55207,73388,Course Test,100
55208,18810,Final Assessment,50
55209,68568,Practice Test,50
55210,63153,Midterm Test,50
55211,42633,Practice Test,75
55212,47085,Module Evaluation,50
55213,40353,Quiz 2,50
55214,57387,Final Assessment,75
55215,73776,Quiz 1,50
55216,18192,Practice Test,50
55217,19475,Practice Test,50
55218,58549,Quiz 1,75
55219,33334,Course Test,100
55220,48006,Midterm Test,50
55221,40296,Quiz 1,100
55222,69740,Quiz 1,75
55223,9543,Quiz 2,50
55224,12240,Quiz 2,100
55225,30839,Final Assessment,100
55226,58969,Quiz 1,75
55227,33666,Final Assessment,75
55228,77333,Module Evaluation,75
55229,52994,Quiz 1,100
55230,37635,Midterm Test,100
55231,43378,Practice Test,100
55232,41600,Quiz 2,100
55233,239,Quiz 1,75
55234,59743,Quiz 2,75
55235,20868,Practice Test,75
55236,51410,Course Test,75
55237,164,Course Test,50
55238,46374,Course Test,75
55239,48092,Practice Test,50
55240,48752,Midterm Test,75
55241,823,Quiz 1,50
55242,18058,Quiz 2,75
55243,29491,Course Test,75
55244,73311,Practice Test,50
55245,65377,Quiz 1,75
55246,24322,Practice Test,75
55247,40577,Course Test,75
55248,43696,Midterm Test,100
55249,25953,Midterm Test,75
55250,17844,Quiz 1,100
55251,52165,Midterm Test,50
55252,26493,Quiz 1,75
55253,39487,Quiz 1,75
55254,70123,Quiz 2,75
55255,69904,Quiz 1,50
55256,24204,Final Assessment,75
55257,38719,Quiz 2,75
55258,70308,Quiz 2,75
55259,49447,Practice Test,50
55260,41338,Midterm Test,75
55261,75,Module Evaluation,50
55262,9047,Module Evaluation,75
55263,22492,Quiz 1,100
55264,15723,Final Assessment,75
55265,21405,Course Test,50
55266,71823,Module Evaluation,75
55267,53613,Final Assessment,50
55268,53962,Course Test,75
55269,43124,Practice Test,75
55270,17418,Quiz 1,75
55271,52426,Final Assessment,100
55272,55107,Practice Test,75
55273,53330,Quiz 1,75
55274,62498,Quiz 2,50
55275,32927,Final Assessment,100
55276,9666,Practice Test,100
55277,32469,Quiz 2,50
55278,4768,Course Test,50
55279,21658,Quiz 1,100
55280,50129,Practice Test,75
55281,57417,Final Assessment,50
55282,54835,Quiz 2,50
55283,73865,Practice Test,75
55284,14111,Quiz 2,50
55285,27025,Quiz 2,50
55286,57369,Midterm Test,50
55287,40664,Midterm Test,100
55288,24856,Midterm Test,50
55289,75068,Midterm Test,100
55290,77218,Final Assessment,75
55291,43655,Midterm Test,50
55292,6821,Course Test,100
55293,75036,Quiz 2,100
55294,50285,Quiz 2,100
55295,66953,Quiz 1,75
55296,10647,Module Evaluation,50
55297,62548,Final Assessment,50
55298,48560,Practice Test,50
55299,78807,Module Evaluation,75
55300,71796,Midterm Test,100
55301,9113,Quiz 1,100
55302,6348,Module Evaluation,50
55303,35449,Course Test,75
55304,20026,Module Evaluation,75
55305,52793,Practice Test,75
55306,64348,Final Assessment,75
55307,63782,Final Assessment,50
55308,47633,Quiz 1,100
55309,76196,Module Evaluation,100
55310,14186,Practice Test,50
55311,74944,Module Evaluation,50
55312,6163,Quiz 2,100
55313,6159,Quiz 1,75
55314,50025,Module Evaluation,50
55315,15052,Practice Test,75
55316,10077,Quiz 2,75
55317,2062,Module Evaluation,75
55318,33807,Module Evaluation,75
55319,73613,Quiz 2,50
55320,28165,Final Assessment,100
55321,59735,Final Assessment,100
55322,52503,Module Evaluation,100
55323,49579,Quiz 1,75
55324,5328,Module Evaluation,100
55325,18850,Quiz 2,50
55326,27883,Quiz 1,75
55327,76161,Course Test,75
55328,58566,Quiz 2,75
55329,66727,Final Assessment,100
55330,34598,Practice Test,100
55331,69682,Module Evaluation,100
55332,47727,Quiz 2,50
55333,73539,Quiz 1,75
55334,9159,Practice Test,50
55335,73133,Course Test,75
55336,48844,Final Assessment,50
55337,61911,Module Evaluation,75
55338,67892,Quiz 1,75
55339,73007,Practice Test,50
55340,51973,Midterm Test,75
55341,13647,Quiz 1,75
55342,15572,Quiz 1,100
55343,66442,Practice Test,75
55344,67405,Quiz 1,50
55345,75582,Course Test,100
55346,65536,Final Assessment,100
55347,66368,Midterm Test,100
55348,65292,Final Assessment,100
55349,50286,Midterm Test,100
55350,48079,Quiz 2,75
55351,2741,Course Test,75
55352,72306,Final Assessment,100
55353,7107,Course Test,75
55354,25559,Practice Test,50
55355,79937,Final Assessment,75
55356,25524,Module Evaluation,75
55357,4054,Course Test,75
55358,59190,Module Evaluation,75
55359,16386,Course Test,100
55360,58316,Final Assessment,100
55361,358,Course Test,100
55362,62244,Quiz 1,50
55363,38454,Quiz 1,50
55364,49384,Quiz 2,75
55365,57103,Quiz 1,50
55366,39684,Quiz 1,50
55367,52668,Quiz 2,75
55368,68664,Module Evaluation,50
55369,68132,Module Evaluation,75
55370,78453,Practice Test,75
55371,54848,Final Assessment,50
55372,2953,Module Evaluation,75
55373,44094,Quiz 2,50
55374,39894,Module Evaluation,100
55375,16426,Quiz 2,100
55376,61569,Midterm Test,100
55377,75655,Practice Test,75
55378,32145,Quiz 2,100
55379,3209,Quiz 1,100
55380,60281,Quiz 2,100
55381,24575,Quiz 2,100
55382,45799,Quiz 2,50
55383,62155,Midterm Test,75
55384,35821,Quiz 1,50
55385,7191,Course Test,50
55386,5861,Practice Test,75
55387,3458,Final Assessment,100
55388,48605,Final Assessment,75
55389,40477,Quiz 1,50
55390,59757,Course Test,75
55391,7351,Practice Test,50
55392,47042,Practice Test,75
55393,38577,Quiz 2,100
55394,73059,Quiz 2,50
55395,67823,Quiz 2,75
55396,17867,Practice Test,100
55397,22541,Practice Test,75
55398,22779,Quiz 1,75
55399,41893,Quiz 2,50
55400,19789,Course Test,100
55401,9274,Quiz 1,100
55402,13374,Quiz 1,75
55403,62840,Course Test,50
55404,19132,Course Test,50
55405,27499,Midterm Test,50
55406,8607,Quiz 2,50
55407,41422,Midterm Test,50
55408,25454,Quiz 2,100
55409,4871,Quiz 1,75
55410,426,Quiz 1,75
55411,53938,Module Evaluation,50
55412,36038,Final Assessment,100
55413,62448,Course Test,75
55414,78858,Practice Test,75
55415,1237,Course Test,75
55416,61547,Module Evaluation,75
55417,3028,Quiz 1,100
55418,1782,Quiz 2,50
55419,25993,Final Assessment,100
55420,53185,Module Evaluation,100
55421,31243,Final Assessment,75
55422,49824,Midterm Test,50
55423,69365,Final Assessment,100
55424,78024,Final Assessment,100
55425,31435,Quiz 1,50
55426,31384,Final Assessment,50
55427,55971,Midterm Test,100
55428,31122,Practice Test,75
55429,6476,Midterm Test,50
55430,39596,Course Test,100
55431,22373,Midterm Test,50
55432,27793,Midterm Test,100
55433,64241,Module Evaluation,75
55434,22687,Final Assessment,75
55435,69189,Practice Test,50
55436,59902,Course Test,50
55437,22178,Final Assessment,75
55438,20131,Quiz 2,50
55439,20102,Final Assessment,50
55440,15594,Course Test,50
55441,65539,Quiz 2,100
55442,74057,Final Assessment,50
55443,19979,Final Assessment,75
55444,54328,Final Assessment,75
55445,79944,Midterm Test,75
55446,52345,Practice Test,75
55447,61794,Quiz 2,75
55448,32311,Course Test,75
55449,52013,Quiz 1,100
55450,42910,Course Test,50
55451,71862,Quiz 2,50
55452,34939,Quiz 1,50
55453,64539,Final Assessment,50
55454,34164,Practice Test,75
55455,56444,Module Evaluation,100
55456,61981,Practice Test,50
55457,65732,Final Assessment,50
55458,36337,Module Evaluation,100
55459,57889,Module Evaluation,50
55460,40266,Practice Test,100
55461,7713,Midterm Test,50
55462,56380,Quiz 2,100
55463,62681,Practice Test,50
55464,24897,Module Evaluation,100
55465,16664,Quiz 2,75
55466,1549,Quiz 2,50
55467,14921,Final Assessment,75
55468,58221,Final Assessment,75
55469,15877,Final Assessment,75
55470,62206,Course Test,75
55471,24894,Practice Test,50
55472,13792,Practice Test,100
55473,68998,Quiz 1,75
55474,61021,Quiz 2,75
55475,31310,Final Assessment,50
55476,65097,Course Test,50
55477,30586,Quiz 1,75
55478,37204,Course Test,75
55479,4178,Course Test,100
55480,25043,Practice Test,50
55481,33113,Module Evaluation,50
55482,5604,Quiz 1,75
55483,15912,Module Evaluation,100
55484,6336,Quiz 2,100
55485,30195,Final Assessment,75
55486,66333,Course Test,100
55487,7953,Module Evaluation,75
55488,1287,Module Evaluation,50
55489,56434,Practice Test,100
55490,64368,Practice Test,50
55491,31277,Module Evaluation,50
55492,61389,Course Test,75
55493,8753,Module Evaluation,75
55494,56309,Quiz 1,75
55495,35389,Final Assessment,75
55496,61103,Quiz 1,75
55497,59254,Quiz 1,75
55498,67306,Final Assessment,100
55499,5772,Midterm Test,75
55500,45332,Course Test,75
55501,72615,Practice Test,75
55502,10464,Quiz 2,75
55503,39902,Module Evaluation,50
55504,2532,Midterm Test,75
55505,31047,Quiz 2,50
55506,24258,Module Evaluation,50
55507,7029,Quiz 2,75
55508,52467,Practice Test,50
55509,69274,Course Test,75
55510,52807,Final Assessment,75
55511,41415,Course Test,50
55512,17348,Module Evaluation,50
55513,30967,Quiz 1,100
55514,21928,Final Assessment,50
55515,40848,Module Evaluation,100
55516,74678,Final Assessment,50
55517,33019,Midterm Test,75
55518,77070,Quiz 1,100
55519,43101,Midterm Test,75
55520,47915,Quiz 1,50
55521,57611,Module Evaluation,100
55522,76620,Practice Test,50
55523,53629,Midterm Test,100
55524,3150,Course Test,75
55525,32011,Midterm Test,50
55526,48584,Module Evaluation,50
55527,55541,Final Assessment,100
55528,26235,Module Evaluation,75
55529,39387,Quiz 1,50
55530,75374,Course Test,75
55531,78064,Practice Test,50
55532,49290,Quiz 1,100
55533,61072,Midterm Test,75
55534,44961,Quiz 2,50
55535,60878,Quiz 2,100
55536,10982,Quiz 2,75
55537,11374,Course Test,100
55538,49633,Midterm Test,100
55539,64682,Practice Test,100
55540,48496,Quiz 1,50
55541,59618,Quiz 1,50
55542,46388,Practice Test,75
55543,61283,Final Assessment,50
55544,37320,Final Assessment,100
55545,58623,Quiz 2,50
55546,10180,Quiz 1,100
55547,2273,Final Assessment,50
55548,64803,Final Assessment,100
55549,34360,Quiz 1,75
55550,54024,Final Assessment,50
55551,25377,Quiz 1,100
55552,59672,Midterm Test,75
55553,24483,Quiz 2,50
55554,21112,Final Assessment,100
55555,523,Quiz 1,50
55556,74321,Course Test,75
55557,46555,Module Evaluation,50
55558,60933,Module Evaluation,75
55559,61917,Quiz 2,50
55560,35308,Final Assessment,75
55561,4068,Quiz 2,75
55562,45968,Course Test,100
55563,37023,Practice Test,100
55564,53664,Module Evaluation,75
55565,53188,Quiz 2,100
55566,9116,Quiz 1,75
55567,50314,Quiz 1,100
55568,75390,Final Assessment,50
55569,46666,Quiz 2,100
55570,43202,Quiz 2,75
55571,23975,Quiz 2,75
55572,654,Quiz 1,100
55573,40596,Practice Test,50
55574,51814,Midterm Test,75
55575,26389,Course Test,50
55576,61983,Practice Test,75
55577,76307,Module Evaluation,100
55578,54226,Final Assessment,50
55579,46271,Quiz 2,75
55580,6758,Quiz 2,100
55581,64236,Course Test,75
55582,10967,Midterm Test,50
55583,44927,Midterm Test,100
55584,30968,Quiz 2,50
55585,59582,Practice Test,50
55586,55223,Quiz 1,75
55587,28733,Final Assessment,100
55588,5760,Final Assessment,50
55589,5526,Practice Test,100
55590,54685,Quiz 1,75
55591,40666,Module Evaluation,50
55592,29431,Practice Test,50
55593,30429,Final Assessment,50
55594,60130,Practice Test,50
55595,20604,Course Test,75
55596,25812,Midterm Test,100
55597,58092,Quiz 1,50
55598,50362,Module Evaluation,100
55599,56067,Practice Test,50
55600,52752,Practice Test,50
55601,61470,Course Test,75
55602,54852,Midterm Test,50
55603,65804,Practice Test,100
55604,59384,Practice Test,75
55605,38284,Midterm Test,50
55606,61294,Quiz 2,75
55607,11442,Course Test,75
55608,16974,Quiz 1,100
55609,25324,Module Evaluation,50
55610,10395,Module Evaluation,100
55611,35401,Midterm Test,75
55612,61497,Module Evaluation,75
55613,67576,Module Evaluation,100
55614,29969,Final Assessment,100
55615,1908,Final Assessment,100
55616,61922,Course Test,50
55617,26843,Final Assessment,75
55618,46395,Practice Test,50
55619,58836,Quiz 2,75
55620,7078,Course Test,100
55621,11468,Midterm Test,50
55622,71777,Course Test,50
55623,51376,Practice Test,50
55624,25633,Practice Test,50
55625,32465,Course Test,100
55626,67250,Module Evaluation,100
55627,17276,Final Assessment,75
55628,38178,Quiz 1,75
55629,36563,Practice Test,75
55630,40209,Module Evaluation,50
55631,64754,Practice Test,100
55632,50158,Module Evaluation,50
55633,19034,Course Test,50
55634,12440,Module Evaluation,100
55635,57916,Quiz 2,75
55636,62537,Midterm Test,100
